date,adj_close
2017-01-20,88314.1244
2017-01-27,83012.6071
2017-02-03,83260.5198
2017-02-10,79961.3741
2017-02-17,75556.1565
2017-02-24,74755.2078
2017-03-03,73382.153
2017-03-10,72790.9766
2017-03-17,71932.8173
2017-03-24,73496.5742
2017-03-31,70655.1135
2017-04-07,71303.5005
2017-04-13,73916.1188
2017-04-21,70349.9902
2017-04-28,65105.6836
2017-05-05,62931.6801
2017-05-12,61482.3444
2017-05-19,62283.2931
2017-05-26,57897.1457
2017-06-02,55189.1764
2017-06-09,59117.6389
2017-06-16,61005.5893
2017-06-23,57077.1268
2017-06-30,61558.6252
2017-07-07,61196.2913
2017-07-14,55627.7911
2017-07-21,53301.226
2017-07-28,53644.4897
2017-08-04,53911.4726
2017-08-11,55532.4401
2017-08-18,56428.7398
2017-08-25,55475.2295
2017-09-01,50936.5205
2017-09-08,52805.4006
2017-09-15,50879.3098
2017-09-22,52366.7859
2017-09-29,51127.2225
2017-10-06,48876.9382
2017-10-13,48228.5512
2017-10-20,47885.2875
2017-10-27,45291.7394
2017-11-03,43518.2103
2017-11-10,43155.8764
2017-11-17,42927.0339
2017-11-24,41020.0133
2017-12-01,42373.9979
2017-12-08,42221.4363
2017-12-15,39894.8711
2017-12-22,39837.6605
2017-12-29,41078.4499
2018-01-05,36514.1777
2018-01-12,34852.7062
2018-01-19,33668.669
2018-01-26,31033.2315
2018-02-02,34566.2456
2018-02-09,39588.8548
2018-02-16,33267.6242
2018-02-23,31434.2764
2018-03-02,32561.0214
2018-03-09,28684.2546
2018-03-16,29677.318
2018-03-23,36764.3028
2018-03-29,35080.1495
2018-04-06,37108.7888
2018-04-13,33797.8963
2018-04-20,33051.5102
2018-04-27,33089.7864
2018-05-04,31405.633
2018-05-11,28898.541
2018-05-18,29931.9988
2018-05-25,28802.8505
2018-06-01,27271.802
2018-06-08,26468.0015
2018-06-15,25357.9913
2018-06-22,26014.0419
2018-06-29,27626.7206
2018-07-06,25726.0636
2018-07-13,23978.9951
2018-07-20,24266.9734
2018-07-27,24727.7388
2018-08-03,23729.4139
2018-08-10,23556.6269
2018-08-17,23825.4067
2018-08-24,22827.0818
2018-08-31,21329.5945
2018-09-07,23287.8471
2018-09-14,22270.3237
2018-09-21,22366.3165
2018-09-28,21512.0835
2018-10-05,23559.0143
2018-10-12,25567.3237
2018-10-19,25992.1584
2018-10-26,28367.3705
2018-11-02,26822.5171
2018-11-09,25683.1877
2018-11-16,27440.4584
2018-11-23,31766.0479
2018-11-30,26127.3331
2018-12-07,29796.3599
2018-12-14,29834.9812
2018-12-21,38428.2282
2018-12-28,33275.4813
2019-01-04,30594.7945
2019-01-11,28166.6362
2019-01-18,25874.4548
2019-01-25,25835.6042
2019-02-01,24689.5135
2019-02-08,24145.6061
2019-02-15,22785.8374
2019-02-22,22416.7574
2019-03-01,21853.4246
2019-03-08,23116.067
2019-03-15,20474.2307
2019-03-22,20182.2018
2019-03-29,19812.0649
2019-04-05,18253.5937
2019-04-12,17922.4186
2019-04-18,17532.8008
2019-04-26,16656.1608
2019-05-03,16519.7945
2019-05-10,18214.6319
2019-05-17,18643.2115
2019-05-24,20221.1636
2019-05-31,21643.2685
2019-06-07,19062.0506
2019-06-14,18565.288
2019-06-21,16836.359
2019-06-28,17234.5734
2019-07-05,16082.3331
2019-07-12,15479.2456
2019-07-19,16111.752
2019-07-26,15067.381
2019-08-02,17053.1568
2019-08-09,17092.382
2019-08-16,17214.9608
2019-08-23,18009.2712
2019-08-30,16518.7135
2019-09-06,15430.2141
2019-09-13,15214.4755
2019-09-20,15626.3401
2019-09-27,16466.5199
2019-10-04,15978.2942
2019-10-11,15391.4371
2019-10-18,15213.9005
2019-10-25,14326.2175
2019-11-01,13621.0027
2019-11-08,13152.5033
2019-11-15,12881.2668
2019-11-22,13053.8719
2019-11-29,12442.3569
2019-12-06,12462.0832
2019-12-13,12057.6943
2019-12-20,11308.0953
2019-12-27,10945.8773
2020-01-03,10836.8645
2020-01-10,10217.4735
2020-01-17,9543.5761
2020-01-24,9642.6787
2020-01-31,10088.6402
2020-02-07,8760.666
2020-02-14,8171.0057
2020-02-21,8616.9672
2020-02-28,11594.9991
2020-03-06,10945.8773
2020-03-13,11456.2555
2020-03-20,14528.4347
2020-03-27,10608.9982
2020-04-03,10663.6582
2020-04-09,7826.3102
2020-04-17,6266.0172
2020-04-24,6261.0481
2020-05-01,6270.9863
2020-05-08,5287.1073
2020-05-15,5366.6127
2020-05-22,4904.4877
2020-05-29,4685.8479
2020-06-05,4293.2901
2020-06-12,4427.4555
2020-06-19,3975.2687
2020-06-26,4124.3412
2020-07-02,3547.9273
2020-07-10,3070.895
2020-07-17,3234.8749
2020-07-24,3339.2257
2020-07-31,2946.6679
2020-08-07,2752.8735
2020-08-14,2723.059
2020-08-21,2438.8273
2020-08-28,2171.4905
2020-09-04,2343.4209
2020-09-11,2639.5784
2020-09-18,2731.0096
2020-09-25,2547.1534
2020-10-02,2445.784
2020-10-09,2148.6327
2020-10-16,2071.115
2020-10-23,2146.6451
2020-10-30,2487.5244
2020-11-06,1871.3577
2020-11-13,1927.0115
2020-11-20,1934.962
2020-11-27,1768.9945
2020-12-04,1653.7118
2020-12-11,1709.3655
2020-12-18,1575.2002
2020-12-24,1573.2126
2020-12-31,1508.6145
2021-01-08,1425.1338
2021-01-15,1522.5279
2021-01-22,1331.715
2021-01-29,1461.905
2021-02-05,1243.2653
2021-02-12,1188.6053
2021-02-19,1246.2467
2021-02-26,1439.0473
2021-03-05,1494.701
2021-03-12,1373.4553
2021-03-19,1392.3378
2021-03-26,1344.6346
2021-04-01,1236.3086
2021-04-09,1100.1556
2021-04-16,1049.4709
2021-04-23,1070.3411
2021-04-30,1082.2669
2021-05-07,1116.0567
2021-05-14,1185.6239
2021-05-21,1173.6981
2021-05-28,1100.1556
2021-06-04,1080.2793
2021-06-11,1026.6131
2021-06-18,1011.7059
2021-06-25,948.1016
2021-07-02,876.5467
2021-07-09,858.658
2021-07-16,882.5096
2021-07-23,806.9795
2021-07-30,828.8435
2021-08-06,804.9919
2021-08-13,800.0228
2021-08-20,804.9919
2021-08-27,752.3196
2021-09-03,718.5298
2021-09-10,748.3443
2021-09-17,763.2516
2021-09-24,759.2763
2021-10-01,841.7631
2021-10-08,831.825
2021-10-15,776.1712
2021-10-22,743.3752
2021-10-29,674.8019
2021-11-05,613.1852
2021-11-12,628.0924
2021-11-19,585.3583
2021-11-26,642.0059
2021-12-03,677.7833
2021-12-10,599.2717
2021-12-17,655.9193
2021-12-23,594.3027
2021-12-31,590.3274
2022-01-07,669.8328
2022-01-14,665.8575
2022-01-21,830.6324
2022-01-28,821.2905
2022-02-04,766.233
2022-02-11,827.2534
2022-02-18,860.4469
2022-02-25,818.3091
2022-03-04,876.7455
2022-03-11,964.7977
2022-03-18,745.1641
2022-03-25,688.7153
2022-04-01,671.4229
2022-04-08,739.4
2022-04-14,805.787
2022-04-22,897.2181
2022-04-29,974.5371
2022-05-06,990.0407
2022-05-13,1042.3154
2022-05-20,1167.3376
2022-05-27,934.3869
2022-06-03,953.2694
2022-06-10,1123.4109
2022-06-17,1271.2909
2022-06-24,1013.8923
2022-07-01,1145.2749
2022-07-08,994.6122
2022-07-15,1026.4144
2022-07-22,915.9019
2022-07-29,791.6748
2022-08-05,742.9777
2022-08-12,681.5598
2022-08-19,728.6667
2022-08-26,832.0237
2022-09-02,938.7597
2022-09-09,831.6262
2022-09-16,976.326
2022-09-23,1118.2431
2022-09-30,1218.8174
2022-10-07,1174.0956
2022-10-14,1279.639
2022-10-21,1074.9126
2022-10-28,997.3949
2022-11-04,1183.6362
2022-11-11,881.9134
2022-11-18,910.9328
2022-11-25,891.0565
2022-12-02,830.6324
2022-12-09,924.0512
2022-12-16,998.5875
2022-12-23,1066.3734
2022-12-30,1076.5388
2023-01-06,1044.4479
2023-01-13,913.0947
2023-01-20,892.7638
2023-01-27,774.3665
2023-02-03,691.0498
2023-02-10,734.9007
2023-02-17,723.34
2023-02-24,793.1027
2023-03-03,732.1102
2023-03-10,818.8153
2023-03-17,687.462
2023-03-24,648.5008
2023-03-31,588.7441
2023-04-06,605.7888
2023-04-14,602.9814
2023-04-21,616.2161
2023-04-28,580.723
2023-05-05,578.3167
2023-05-12,568.2904
2023-05-19,512.5442
2023-05-26,459.4049
2023-06-02,435.9433
2023-06-09,436.8457
2023-06-16,390.825
2023-06-23,406.7728
2023-06-30,384.2195
2023-07-07,395.1914
2023-07-14,356.5866
2023-07-21,366.3394
2023-07-28,344.5987
2023-08-04,377.3112
2023-08-11,396.4105
2023-08-18,424.2466
2023-08-25,402.7092
2023-09-01,361.0566
2023-09-08,376.7017
2023-09-15,382.3908
2023-09-22,422.8765
2023-09-29,422.2568
2023-10-06,399.9458
2023-10-13,398.7063
2023-10-20,435.4781
2023-10-27,469.9776
2023-11-03,388.7902
2023-11-10,356.9764
2023-11-17,336.318
2023-11-24,328.4678
2023-12-01,328.3646
2023-12-08,323.5098
2023-12-15,294.3816
2023-12-22,285.1308
2023-12-29,283.4449
2024-01-05,311.8948
2024-01-12,283.8664
2024-01-19,260.8958
2024-01-26,256.8917
2024-02-02,246.9869
2024-02-09,234.3425
2024-02-16,245.5118
2024-02-23,234.3425
2024-03-01,221.0659
2024-03-08,230.9707
2024-03-15,239.4003
2024-03-22,220.047
2024-03-28,224.3281
2024-04-05,229.8935
2024-04-12,233.1043
2024-04-19,274.8447
2024-04-26,244.6632
2024-05-03,237.1713
2024-05-10,227.1108
2024-05-17,213.4114
2024-05-24,205.4914
2024-05-31,214.4816
2024-06-07,199.4979
2024-06-14,180.4471
2024-06-21,179.805
2024-06-28,180.7132
2024-07-05,162.5983
2024-07-12,163.9078
2024-07-19,184.6418
2024-07-26,198.61
2024-08-02,215.8519
2024-08-09,211.7051
2024-08-16,179.622
2024-08-23,174.1656
2024-08-30,178.9672
2024-09-06,212.1416
2024-09-13,178.3125
2024-09-20,170.8919
2024-09-27,165.8523
2024-10-04,165.407
2024-10-11,159.6189
2024-10-18,158.7284
2024-10-25,158.2832
2024-11-01,165.6297
2024-11-08,140.8297
2024-11-15,156.2351
2024-11-22,148.1762
2024-11-29,145.0595
2024-12-06,131.7468
2024-12-13,128.8082
2024-12-20,136.9116
2024-12-27,133.4331
2025-01-03,136.5915
2025-01-10,145.7007
2025-01-17,133.6162
2025-01-24,127.8486
2025-01-31,132.8838
2025-02-07,132.426
2025-02-14,121.7148
2025-02-21,130.1831
2025-02-28,143.7324
2025-03-07,157.7852
2025-03-14,168.1302
2025-03-21,166.6197
2025-03-28,177.7424
2025-04-04,233.7104
2025-04-11,168.0896
2025-04-17,179.3203
2025-04-25,146.8811
2025-05-02,132.7731
2025-05-09,133.6549
2025-05-16,108.5018
2025-05-23,116.7624
2025-05-30,110.126
2025-06-06,103.7218
2025-06-13,105.6245
2025-06-20,105.9493
2025-06-27,93.6847
2025-07-03,89.879
2025-07-11,91.0066
2025-07-18,87.8587
2025-07-25,85.7445
2025-08-01,91.7114
2025-08-08,82.1268
2025-08-15,81.1401
2025-08-22,83.3953
2025-08-29,84.335
2025-09-05,81.9858
2025-09-12,77.8043
2025-09-19,73.059
2025-09-26,74.2008
2025-10-03,71.815
2025-10-10,76.4913
2025-10-17,71.0515
2025-10-24,66.6137
2025-10-31,62.7963
2025-11-07,68.8565
2025-11-14,68.9519
2025-11-21,75.5942
2025-11-28,65.2872
2025-12-05,63.4548
2025-12-12,67.2818
2025-12-19,65.9648
2025-12-26,63.787
2026-01-02,67.341
2026-01-09,63.1426
2026-01-16,65.0075
2026-01-23,64.3533
2026-01-30,64.6951
2026-02-06,68.337
2026-02-13,71.0122
2026-02-20,68.708
2026-02-27,69.1766
2026-03-06,71.725
2026-03-13,73.9512
2026-03-20,78.3546
2026-03-27,86.0633
2026-04-02,76.0905
2026-04-10,66.5706
2026-04-17,55.5149
2026-04-24,51.6853
2026-05-01,49.4406
2026-05-08,41.9094
2026-05-15,42.313
2026-05-22,40.856
2026-05-29,37.489
2026-06-05,42.5197
2026-06-12,39.4186
2026-06-18,36.1797
2026-06-26,41.31
2026-07-02,39.95
2026-07-10,37.78
2026-07-17,42.79
2026-07-24,44.79
2026-07-31,43.73
2026-08-07,37.4
2026-08-14,36.24
2026-08-21,39.02
2026-08-28,38.54
2026-09-04,38.18
2026-09-11,38.87
