date,split_adj_close,adj_close,factor
2005-05-20,37.660000,32.090500,0.8521109931
2005-05-27,38.210000,32.559200,0.8521120126
2005-06-03,38.099998,32.465400,0.8521102810
2005-06-10,37.550000,31.994200,0.8520426099
2005-06-17,37.870000,32.299100,0.8528941114
2005-06-24,36.970000,31.531500,0.8528942386
2005-07-01,36.730000,31.322500,0.8527770215
2005-07-08,37.770000,32.213800,0.8528938311
2005-07-15,38.890000,33.169000,0.8528927745
2005-07-22,39.420000,33.621000,0.8528919330
2005-07-29,39.580000,33.753200,0.8527842345
2005-08-05,39.480000,33.672200,0.8528926039
2005-08-12,39.210000,33.441900,0.8528921194
2005-08-19,38.820000,33.109300,0.8528928387
2005-08-26,38.460000,32.802200,0.8528913157
2005-09-02,38.770000,33.066700,0.8528939902
2005-09-09,39.620000,33.790800,0.8528722867
2005-09-16,39.400000,33.604000,0.8528934010
2005-09-23,38.750000,33.049600,0.8528929032
2005-09-30,39.460000,33.655200,0.8528940699
2005-10-07,38.340000,32.699900,0.8528925404
2005-10-14,38.060001,32.461100,0.8528927784
2005-10-21,38.550000,32.879000,0.8528923476
2005-10-28,38.320000,32.684600,0.8529384134
2005-11-04,40.080002,34.183900,0.8528916740
2005-11-11,40.710000,34.721300,0.8528936379
2005-11-18,41.450000,35.352400,0.8528926417
2005-11-25,41.890000,35.727700,0.8528932920
2005-12-02,42.110000,35.912800,0.8528330563
2005-12-09,41.720000,35.578400,0.8527900288
2005-12-16,41.580000,35.549500,0.8549663300
2005-12-23,41.400000,35.398200,0.8550289855
2005-12-30,40.410000,34.550900,0.8550086612
2006-01-06,42.680000,36.490000,0.8549671978
2006-01-13,42.980000,36.746500,0.8549674267
2006-01-20,41.250000,35.267400,0.8549672727
2006-01-27,42.110000,36.002600,0.8549655664
2006-02-03,40.920000,34.985200,0.8549657869
2006-02-10,40.960000,35.019400,0.8549658203
2006-02-17,41.210000,35.233200,0.8549672410
2006-02-24,41.260000,35.275900,0.8549660688
2006-03-03,41.450000,35.438400,0.8549674306
2006-03-10,40.560000,34.677500,0.8549679487
