date,ffr_pct
2022-05-18,0.83
2022-05-25,0.83
2022-06-01,0.83
2022-06-08,0.83
2022-06-15,0.83
2022-06-22,1.58
2022-06-29,1.58
2022-07-06,1.58
2022-07-13,1.58
2022-07-20,1.58
2022-07-27,1.58
2022-08-03,2.33
2022-08-10,2.33
2022-08-17,2.33
2022-08-24,2.33
2022-08-31,2.33
2022-09-07,2.33
2022-09-14,2.33
2022-09-21,2.33
2022-09-28,3.08
2022-10-05,3.08
2022-10-12,3.08
2022-10-19,3.08
2022-10-26,3.08
2022-11-02,3.08
2022-11-09,3.83
2022-11-16,3.83
2022-11-23,3.83
2022-11-30,3.83
2022-12-07,3.83
2022-12-14,3.83
2022-12-21,4.33
2022-12-28,4.33
2023-01-04,4.33
2023-01-11,4.33
2023-01-18,4.33
2023-01-25,4.33
2023-02-01,4.33
2023-02-08,4.58
2023-02-15,4.58
2023-02-22,4.58
2023-03-01,4.58
2023-03-08,4.57
2023-03-15,4.57
2023-03-22,4.58
2023-03-29,4.83
2023-04-05,4.83
2023-04-12,4.83
2023-04-19,4.83
2023-04-26,4.83
2023-05-03,4.83
2023-05-10,5.08
2023-05-17,5.08
2023-05-24,5.08
2023-05-31,5.08
2023-06-07,5.08
2023-06-14,5.08
2023-06-21,5.08
2023-06-28,5.07
2023-07-05,5.08
2023-07-12,5.08
2023-07-19,5.08
2023-07-26,5.08
2023-08-02,5.33
2023-08-09,5.33
2023-08-16,5.33
2023-08-23,5.33
2023-08-30,5.33
2023-09-06,5.33
2023-09-13,5.33
2023-09-20,5.33
2023-09-27,5.33
2023-10-04,5.33
2023-10-11,5.33
2023-10-18,5.33
2023-10-25,5.33
2023-11-01,5.33
2023-11-08,5.33
2023-11-15,5.33
2023-11-22,5.33
2023-11-29,5.33
2023-12-06,5.33
2023-12-13,5.33
2023-12-20,5.33
2023-12-27,5.33
2024-01-03,5.33
2024-01-10,5.33
2024-01-17,5.33
2024-01-24,5.33
2024-01-31,5.33
2024-02-07,5.33
2024-02-14,5.33
2024-02-21,5.33
2024-02-28,5.33
2024-03-06,5.33
2024-03-13,5.33
2024-03-20,5.33
2024-03-27,5.33
2024-04-03,5.33
2024-04-10,5.33
2024-04-17,5.33
2024-04-24,5.33
2024-05-01,5.33
2024-05-08,5.33
2024-05-15,5.33
2024-05-22,5.33
2024-05-29,5.33
2024-06-05,5.33
2024-06-12,5.33
2024-06-19,5.33
2024-06-26,5.33
2024-07-03,5.33
2024-07-10,5.33
2024-07-17,5.33
2024-07-24,5.33
2024-07-31,5.33
2024-08-07,5.33
2024-08-14,5.33
2024-08-21,5.33
2024-08-28,5.33
2024-09-04,5.33
2024-09-11,5.33
2024-09-18,5.33
2024-09-25,4.83
2024-10-02,4.83
2024-10-09,4.83
2024-10-16,4.83
2024-10-23,4.83
2024-10-30,4.83
2024-11-06,4.83
2024-11-13,4.62
2024-11-20,4.58
2024-11-27,4.58
2024-12-04,4.58
2024-12-11,4.58
2024-12-18,4.58
2024-12-25,4.33
2025-01-01,4.33
2025-01-08,4.33
2025-01-15,4.33
2025-01-22,4.33
2025-01-29,4.33
2025-02-05,4.33
2025-02-12,4.33
2025-02-19,4.33
2025-02-26,4.33
2025-03-05,4.33
2025-03-12,4.33
2025-03-19,4.33
2025-03-26,4.33
2025-04-02,4.33
2025-04-09,4.33
2025-04-16,4.33
2025-04-23,4.33
2025-04-30,4.33
2025-05-07,4.33
2025-05-14,4.33
2025-05-21,4.33
2025-05-28,4.33
2025-06-04,4.33
2025-06-11,4.33
2025-06-18,4.33
2025-06-25,4.33
2025-07-02,4.33
2025-07-09,4.33
2025-07-16,4.33
2025-07-23,4.33
2025-07-30,4.33
2025-08-06,4.33
2025-08-13,4.33
2025-08-20,4.33
2025-08-27,4.33
2025-09-03,4.33
2025-09-10,4.33
2025-09-17,4.33
2025-09-24,4.08
2025-10-01,4.09
2025-10-08,4.09
2025-10-15,4.1
2025-10-22,4.11
2025-10-29,4.11
2025-11-05,3.87
2025-11-12,3.87
2025-11-19,3.88
2025-11-26,3.88
2025-12-03,3.89
2025-12-10,3.89
2025-12-17,3.64
2025-12-24,3.64
2025-12-31,3.64
2026-01-07,3.64
2026-01-14,3.64
2026-01-21,3.64
2026-01-28,3.64
2026-02-04,3.64
2026-02-11,3.64
2026-02-18,3.64
2026-02-25,3.64
2026-03-04,3.64
2026-03-11,3.64
2026-03-18,3.64
2026-03-25,3.64
2026-04-01,3.64
2026-04-08,3.64
2026-04-15,3.64
2026-04-22,3.64
2026-04-29,3.64
2026-05-06,3.64
2026-05-13,3.63
2026-05-20,3.63
2026-05-27,3.62
2026-06-03,3.62
2026-06-10,3.62
2026-06-17,3.62
2026-06-24,3.63
2026-07-01,3.63
2026-07-08,3.63
2026-07-15,3.62
2026-07-22,3.63
2026-07-29,3.63
2026-08-05,3.63
2026-08-12,3.63
2026-08-19,3.63
2026-08-26,3.63
2026-09-02,3.63
2026-09-09,3.63
